"Project name","Task name","Date","Start time","End time","Duration","Time zone","Project archived","Task completed"
"anime","","2023-06-04","0:52:10","1:17:45","0:25:35","+09:00","",""
"anime","","2023-06-04","9:18:09","10:19:16","1:01:07","+09:00","",""
"game","","2023-06-04","10:37:10","11:09:00","0:31:50","+09:00","",""
"anime","","2023-06-04","13:24:06","14:10:59","0:46:53","+09:00","",""
"movie","","2023-06-04","14:11:15","15:53:29","1:42:14","+09:00","",""
"Program","","2023-06-04","17:12:16","19:13:35","2:01:19","+09:00","",""
"anime","","2023-06-05","16:42:13","17:55:13","1:13:00","+09:00","",""
"Program","","2023-06-05","20:21:47","21:23:50","1:02:03","+09:00","",""
"game","","2023-06-05","21:24:03","22:12:29","0:48:26","+09:00","",""
"game","","2023-06-05","22:20:07","23:41:07","1:21:00","+09:00","",""
"anime","","2023-06-06","15:19:18","17:31:20","2:12:02","+09:00","",""
"Program","","2023-06-06","17:58:41","19:09:29","1:10:48","+09:00","",""
"game","","2023-06-06","20:00:13","22:44:23","2:44:10","+09:00","",""
"anime","","2023-06-06","22:48:23","23:09:53","0:21:30","+09:00","",""
"anime","","2023-06-07","16:12:24","16:55:38","0:43:14","+09:00","",""
"Program","","2023-06-07","17:15:41","18:11:44","0:56:03","+09:00","",""
"Program","","2023-06-07","18:41:09","19:30:46","0:49:37","+09:00","",""
"game","","2023-06-07","20:23:28","23:37:19","3:13:51","+09:00","",""
"anime","","2023-06-07","23:57:57","23:59:59","0:02:02","+09:00","",""
"anime","","2023-06-08","0:00:00","0:36:32","0:36:32","+09:00","",""
"anime","","2023-06-08","17:35:33","18:47:35","1:12:02","+09:00","",""
"Program","","2023-06-08","20:38:07","20:54:02","0:15:55","+09:00","",""
"anime","","2023-06-08","20:54:20","21:15:52","0:21:32","+09:00","",""
"Program","","2023-06-08","21:15:56","23:04:08","1:48:12","+09:00","",""
"game","","2023-06-08","23:06:05","23:59:59","0:53:54","+09:00","",""
"game","","2023-06-09","0:00:00","1:18:11","1:18:11","+09:00","",""
"anime","","2023-06-09","15:14:18","15:39:21","0:25:03","+09:00","",""
"game","","2023-06-09","16:54:17","17:42:42","0:48:25","+09:00","",""
"game","","2023-06-09","21:41:24","22:10:17","0:28:53","+09:00","",""
"anime","","2023-06-10","10:18:25","11:21:42","1:03:17","+09:00","",""
"anime","","2023-06-10","11:24:53","13:25:37","2:00:44","+09:00","",""
"anime","","2023-06-10","15:44:01","17:22:27","1:38:26","+09:00","",""
"Program","","2023-06-10","17:22:33","18:17:26","0:54:53","+09:00","",""
"Read","","2023-06-10","20:45:14","23:41:14","2:56:00","+09:00","",""
"anime","","2023-06-11","0:13:06","1:06:15","0:53:09","+09:00","",""
"Read","","2023-06-11","1:29:07","2:42:58","1:13:51","+09:00","",""
"anime","","2023-06-11","10:17:51","12:37:32","2:19:41","+09:00","",""
"Read","","2023-06-11","12:41:02","13:00:58","0:19:56","+09:00","",""
"Read","","2023-06-11","13:23:58","13:54:53","0:30:55","+09:00","",""
"anime","","2023-06-11","18:44:25","19:28:56","0:44:31","+09:00","",""
"anime","","2023-06-11","22:16:51","23:49:02","1:32:11","+09:00","",""
"anime","","2023-06-13","15:21:06","16:34:02","1:12:56","+09:00","",""
"Study","","2023-06-13","17:01:55","18:37:24","1:35:29","+09:00","",""
"Study","","2023-06-13","21:56:53","22:32:23","0:35:30","+09:00","",""
"anime","","2023-06-15","20:00:49","20:50:49","0:50:00","+09:00","",""
"movie","","2023-06-15","21:30:11","23:30:11","2:00:00","+09:00","",""
"anime","","2023-06-16","9:40:38","10:05:38","0:25:00","+09:00","",""
"movie","","2023-06-16","10:05:23","10:35:23","0:30:00","+09:00","",""
"anime","","2023-06-16","11:02:47","16:26:47","5:24:00","+09:00","",""
"anime","","2023-06-16","16:33:52","18:45:04","2:11:12","+09:00","",""
"anime","","2023-06-16","18:49:35","20:32:39","1:43:04","+09:00","",""
"anime","","2023-06-16","20:47:10","22:01:26","1:14:16","+09:00","",""
"Study","","2023-06-17","12:09:46","12:16:15","0:06:29","+09:00","",""
"anime","","2023-06-17","12:17:53","16:46:14","4:28:21","+09:00","",""
"Study","","2023-06-17","16:46:27","19:06:38","2:20:11","+09:00","",""
"Study","","2023-06-17","21:13:01","21:13:02","0:00:01","+09:00","",""
"anime","","2023-06-17","21:13:04","21:35:07","0:22:03","+09:00","",""
"game","","2023-06-17","22:30:23","22:45:27","0:15:04","+09:00","",""
"Study","","2023-06-17","22:49:16","23:59:59","1:10:43","+09:00","",""
"Study","","2023-06-18","0:00:00","0:44:47","0:44:47","+09:00","",""
"Study","","2023-06-18","10:35:29","11:25:05","0:49:36","+09:00","",""
"Study","","2023-06-18","11:31:29","12:01:28","0:29:59","+09:00","",""
"anime","","2023-06-18","12:07:06","13:06:39","0:59:33","+09:00","",""
"game","","2023-06-18","13:29:33","14:10:44","0:41:11","+09:00","",""
"Study","","2023-06-18","19:02:00","19:18:55","0:16:55","+09:00","",""
"Study","","2023-06-18","20:34:12","20:36:55","0:02:43","+09:00","",""
"Study","","2023-06-18","21:13:08","22:32:44","1:19:36","+09:00","",""
"game","","2023-06-18","22:42:59","23:59:59","1:17:00","+09:00","",""
"game","","2023-06-19","0:00:00","0:53:21","0:53:21","+09:00","",""
"Study","","2023-06-19","21:41:58","22:13:58","0:32:00","+09:00","",""
"Study","","2023-06-19","22:39:14","23:59:59","1:20:45","+09:00","",""
"Study","","2023-06-20","0:00:00","0:28:35","0:28:35","+09:00","",""
"anime","","2023-06-20","0:33:07","1:20:31","0:47:24","+09:00","",""
"anime","","2023-06-20","15:18:48","16:04:51","0:46:03","+09:00","",""
"Study","","2023-06-20","22:08:49","23:59:44","1:50:55","+09:00","",""
"Study","","2023-06-21","0:50:35","1:04:56","0:14:21","+09:00","",""
"Study","","2023-06-21","2:01:51","2:32:51","0:31:00","+09:00","",""
"anime","","2023-06-21","16:23:18","16:45:26","0:22:08","+09:00","",""
"Study","","2023-06-21","17:48:23","18:00:47","0:12:24","+09:00","",""
"Study","","2023-06-21","18:31:13","19:20:07","0:48:54","+09:00","",""
"Study","","2023-06-21","19:53:15","21:38:32","1:45:17","+09:00","",""
"game","","2023-06-21","21:49:17","23:21:15","1:31:58","+09:00","",""
"anime","","2023-06-22","0:18:35","1:23:08","1:04:33","+09:00","",""
"Study","","2023-06-22","22:20:01","23:59:59","1:39:58","+09:00","",""
"Study","","2023-06-23","0:00:00","2:12:57","2:12:57","+09:00","",""
"Study","","2023-06-23","22:21:17","23:59:59","1:38:42","+09:00","",""
"Study","","2023-06-24","0:00:00","3:20:50","3:20:50","+09:00","",""
"Study","","2023-06-24","10:44:03","12:46:16","2:02:13","+09:00","",""
"Study","","2023-06-24","14:44:11","16:03:11","1:19:00","+09:00","",""
"game","","2023-06-24","16:03:24","16:31:13","0:27:49","+09:00","",""
"Study","","2023-06-24","16:51:50","19:23:25","2:31:35","+09:00","",""
"Study","","2023-06-24","22:10:08","23:10:33","1:00:25","+09:00","",""
"Study","","2023-06-25","10:52:46","12:05:10","1:12:24","+09:00","",""
"Study","","2023-06-25","13:27:19","14:04:17","0:36:58","+09:00","",""
"Study","","2023-06-25","15:33:07","16:07:58","0:34:51","+09:00","",""
"anime","","2023-06-25","16:10:52","16:30:49","0:19:57","+09:00","",""
"game","","2023-06-25","21:17:23","21:44:15","0:26:52","+09:00","",""
"game","","2023-06-25","22:22:50","22:55:08","0:32:18","+09:00","",""
"anime","","2023-06-26","11:05:51","11:29:48","0:23:57","+09:00","",""
"Study","","2023-06-26","14:36:12","16:31:16","1:55:04","+09:00","",""
"Study","","2023-06-26","18:30:27","19:06:16","0:35:49","+09:00","",""
"Study","","2023-06-26","23:36:51","23:59:59","0:23:08","+09:00","",""
"Study","","2023-06-27","0:00:00","2:20:23","2:20:23","+09:00","",""
"anime","","2023-06-27","20:40:00","21:28:51","0:48:51","+09:00","",""
"anime","","2023-06-29","10:50:00","11:11:00","0:21:00","+09:00","",""
"movie","","2023-06-29","11:22:10","13:42:59","2:20:49","+09:00","",""
"game","","2023-06-29","20:05:11","20:37:01","0:31:50","+09:00","",""
"game","","2023-06-29","21:41:21","23:05:59","1:24:38","+09:00","",""
"game","","2023-06-29","23:17:44","23:59:59","0:42:15","+09:00","",""
"game","","2023-06-30","0:00:00","1:18:07","1:18:07","+09:00","",""
"movie","","2023-06-30","1:42:03","2:00:08","0:18:05","+09:00","",""
"game","","2023-06-30","11:02:34","11:43:30","0:40:56","+09:00","",""
"movie","","2023-06-30","11:43:33","12:06:06","0:22:33","+09:00","",""
"movie","","2023-06-30","12:38:24","12:58:10","0:19:46","+09:00","",""
"anime","","2023-06-30","13:12:20","13:55:10","0:42:50","+09:00","",""
"Program","","2023-06-30","14:06:05","19:06:36","5:00:31","+09:00","",""
"game","","2023-06-30","20:26:36","20:44:52","0:18:16","+09:00","",""
"game","","2023-06-30","20:51:43","21:24:14","0:32:31","+09:00","",""
"anime","","2023-06-30","21:26:24","23:04:22","1:37:58","+09:00","",""
"Program","","2023-06-30","23:37:03","23:59:59","0:22:56","+09:00","",""
"Program","","2023-07-01","0:00:00","1:25:33","1:25:33","+09:00","",""
"game","","2023-07-01","1:29:00","2:03:14","0:34:14","+09:00","",""
"game","","2023-07-01","10:27:28","12:03:48","1:36:20","+09:00","",""
"game","","2023-07-01","12:08:42","12:25:08","0:16:26","+09:00","",""
"Program","","2023-07-01","14:31:31","16:09:09","1:37:38","+09:00","",""
"anime","","2023-07-01","16:20:45","16:44:58","0:24:13","+09:00","",""
"game","","2023-07-01","16:55:21","18:47:38","1:52:17","+09:00","",""
"game","","2023-07-01","19:57:23","23:01:20","3:03:57","+09:00","",""
"Program","","2023-07-01","23:09:48","23:59:59","0:50:11","+09:00","",""
"Program","","2023-07-02","0:00:00","0:44:04","0:44:04","+09:00","",""
"anime","","2023-07-02","18:35:01","19:01:12","0:26:11","+09:00","",""
"Program","","2023-07-02","19:41:12","23:47:23","4:06:11","+09:00","",""
"game","","2023-07-02","23:47:27","23:59:59","0:12:32","+09:00","",""
"game","","2023-07-03","0:00:00","0:49:23","0:49:23","+09:00","",""
"anime","","2023-07-03","15:04:51","15:28:43","0:23:52","+09:00","",""
"movie","","2023-07-03","15:28:53","16:34:25","1:05:32","+09:00","",""
"Program","","2023-07-03","16:37:40","18:57:36","2:19:56","+09:00","",""
"Program","","2023-07-03","19:18:21","19:43:53","0:25:32","+09:00","",""
"Program","","2023-07-03","20:10:01","22:03:48","1:53:47","+09:00","",""
"anime","","2023-07-03","22:32:53","23:14:46","0:41:53","+09:00","",""
"game","","2023-07-04","0:11:49","0:38:13","0:26:24","+09:00","",""
"anime","","2023-07-04","14:23:23","15:04:13","0:40:50","+09:00","",""
"Program","","2023-07-04","15:26:39","17:02:30","1:35:51","+09:00","",""
"Program","","2023-07-04","17:31:52","17:53:32","0:21:40","+09:00","",""
"Program","","2023-07-04","18:20:50","19:02:25","0:41:35","+09:00","",""
"Program","","2023-07-04","19:42:05","23:15:09","3:33:04","+09:00","",""
"game","","2023-07-04","23:36:19","23:51:03","0:14:44","+09:00","",""
"anime","","2023-07-05","15:09:24","16:28:58","1:19:34","+09:00","",""
"Program","","2023-07-05","19:51:16","20:29:24","0:38:08","+09:00","",""
"game","","2023-07-05","21:20:33","23:59:59","2:39:26","+09:00","",""
"game","","2023-07-06","0:00:00","0:07:35","0:07:35","+09:00","",""
"movie","","2023-07-06","0:09:53","1:09:53","1:00:00","+09:00","",""
"anime","","2023-07-06","18:53:29","19:21:46","0:28:17","+09:00","",""
"Program","","2023-07-06","19:52:43","20:31:08","0:38:25","+09:00","",""
"Program","","2023-07-06","20:42:34","23:59:59","3:17:25","+09:00","",""
"Program","","2023-07-07","0:00:00","1:56:36","1:56:36","+09:00","",""
"Program","","2023-07-07","1:57:13","2:00:56","0:03:43","+09:00","",""
"Program","","2023-07-07","2:00:57","2:13:57","0:13:00","+09:00","",""
"Read","","2023-07-07","14:19:53","17:55:34","3:35:41","+09:00","",""
"game","","2023-07-07","18:16:16","18:19:31","0:03:15","+09:00","",""
"Program","","2023-07-07","18:50:38","19:15:03","0:24:25","+09:00","",""
"game","","2023-07-07","22:02:35","22:26:37","0:24:02","+09:00","",""
"anime","","2023-07-07","23:08:13","23:48:52","0:40:39","+09:00","",""
"game","","2023-07-08","0:30:44","3:15:44","2:45:00","+09:00","",""
"Program","","2023-07-08","14:02:15","14:16:38","0:14:23","+09:00","",""
"Program","","2023-07-08","14:51:32","18:56:11","4:04:39","+09:00","",""
"game","","2023-07-08","19:48:36","23:59:59","4:11:23","+09:00","",""
"game","","2023-07-09","0:00:00","0:52:09","0:52:09","+09:00","",""
"game","","2023-07-09","1:00:43","5:30:43","4:30:00","+09:00","",""
"Program","","2023-07-09","12:40:06","14:17:24","1:37:18","+09:00","",""
"game","","2023-07-09","14:17:52","15:11:10","0:53:18","+09:00","",""
"Program","","2023-07-09","15:31:45","16:19:51","0:48:06","+09:00","",""
"game","","2023-07-09","16:20:06","16:39:37","0:19:31","+09:00","",""
"game","","2023-07-09","16:50:45","17:58:37","1:07:52","+09:00","",""
"game","","2023-07-09","18:02:08","19:20:33","1:18:25","+09:00","",""
"game","","2023-07-09","19:37:53","20:05:17","0:27:24","+09:00","",""
"Program","","2023-07-09","20:46:07","22:52:56","2:06:49","+09:00","",""
"game","","2023-07-09","22:53:32","23:59:59","1:06:27","+09:00","",""
"game","","2023-07-10","0:00:00","1:28:24","1:28:24","+09:00","",""
"game","","2023-07-10","1:45:26","2:09:26","0:24:00","+09:00","",""
"game","","2023-07-10","12:18:57","13:41:40","1:22:43","+09:00","",""
"Program","","2023-07-10","17:07:57","19:22:29","2:14:32","+09:00","",""
"Program","","2023-07-10","20:02:27","23:12:22","3:09:55","+09:00","",""
"anime","","2023-07-10","23:12:26","23:59:59","0:47:33","+09:00","",""
"anime","","2023-07-11","0:00:00","0:33:30","0:33:30","+09:00","",""
"game","","2023-07-11","0:00:19","5:30:19","5:30:00","+09:00","",""
"anime","","2023-07-11","12:28:10","13:24:11","0:56:01","+09:00","",""
"game","","2023-07-11","13:26:59","14:26:56","0:59:57","+09:00","",""
"game","","2023-07-11","14:30:43","16:48:43","2:18:00","+09:00","",""
"Program","","2023-07-11","16:49:51","17:53:15","1:03:24","+09:00","",""
"Program","","2023-07-11","18:29:28","19:33:27","1:03:59","+09:00","",""
"Program","","2023-07-11","23:59:50","23:59:59","0:00:09","+09:00","",""
"Program","","2023-07-12","0:00:00","1:01:12","1:01:12","+09:00","",""
"game","","2023-07-12","1:01:19","1:36:54","0:35:35","+09:00","",""
"anime","","2023-07-12","12:14:14","12:21:46","0:07:32","+09:00","",""
"Program","","2023-07-12","18:33:43","19:42:01","1:08:18","+09:00","",""
"Program","","2023-07-12","20:35:59","21:04:22","0:28:23","+09:00","",""
"game","","2023-07-12","21:04:38","23:59:59","2:55:21","+09:00","",""
"game","","2023-07-13","0:00:00","0:39:57","0:39:57","+09:00","",""
"anime","","2023-07-13","1:21:39","1:30:48","0:09:09","+09:00","",""
"game","","2023-07-13","1:31:39","4:45:39","3:14:00","+09:00","",""
"anime","","2023-07-13","12:53:52","13:41:16","0:47:24","+09:00","",""
"Program","","2023-07-13","17:00:26","19:17:22","2:16:56","+09:00","",""
"Program","","2023-07-13","20:16:41","20:49:03","0:32:22","+09:00","",""
"game","","2023-07-13","20:57:18","21:39:23","0:42:05","+09:00","",""
"Program","","2023-07-13","21:39:24","23:51:04","2:11:40","+09:00","",""
"game","","2023-07-14","0:00:17","1:11:40","1:11:23","+09:00","",""
"anime","","2023-07-14","1:32:05","2:12:36","0:40:31","+09:00","",""
"anime","","2023-07-14","12:34:17","13:16:07","0:41:50","+09:00","",""
"Program","","2023-07-14","16:06:50","17:00:50","0:54:00","+09:00","",""
"Program","","2023-07-14","17:03:18","18:33:39","1:30:21","+09:00","",""
"game","","2023-07-14","18:36:00","19:39:02","1:03:02","+09:00","",""
"movie","","2023-07-14","21:07:12","21:30:46","0:23:34","+09:00","",""
"Read","","2023-07-14","21:46:54","23:59:59","2:13:05","+09:00","",""
"Read","","2023-07-15","0:00:00","0:08:45","0:08:45","+09:00","",""
"Program","","2023-07-15","13:09:36","14:39:06","1:29:30","+09:00","",""
"anime","","2023-07-15","14:39:10","16:14:08","1:34:58","+09:00","",""
"game","","2023-07-15","16:20:14","17:27:10","1:06:56","+09:00","",""
"Program","","2023-07-15","17:58:51","19:11:42","1:12:51","+09:00","",""
"game","","2023-07-15","21:26:42","22:20:18","0:53:36","+09:00","",""
"Read","","2023-07-15","22:22:45","23:40:59","1:18:14","+09:00","",""
"anime","","2023-07-16","6:54:33","7:17:16","0:22:43","+09:00","",""
"movie","","2023-07-16","17:59:06","19:54:23","1:55:17","+09:00","",""
"anime","","2023-07-16","21:24:31","22:08:32","0:44:01","+09:00","",""
"Read","","2023-07-16","22:13:43","23:06:57","0:53:14","+09:00","",""
"Read","","2023-07-16","23:29:24","23:54:53","0:25:29","+09:00","",""
"game","","2023-07-17","1:51:11","2:29:05","0:37:54","+09:00","",""
"anime","","2023-07-17","11:31:02","12:40:04","1:09:02","+09:00","",""
"game","","2023-07-17","13:02:33","13:20:03","0:17:30","+09:00","",""
"Program","","2023-07-17","13:37:21","15:33:46","1:56:25","+09:00","",""
"anime","","2023-07-17","15:37:37","15:51:56","0:14:19","+09:00","",""
"Read","","2023-07-17","16:07:18","17:51:32","1:44:14","+09:00","",""
"game","","2023-07-17","18:25:46","18:35:59","0:10:13","+09:00","",""
"anime","","2023-07-17","21:36:05","22:53:44","1:17:39","+09:00","",""
"anime","","2023-07-18","12:29:05","13:11:33","0:42:28","+09:00","",""
"game","","2023-07-18","14:12:16","15:42:09","1:29:53","+09:00","",""
"movie","","2023-07-18","16:26:00","18:59:42","2:33:42","+09:00","",""
"anime","","2023-07-18","19:11:26","19:24:28","0:13:02","+09:00","",""
"anime","","2023-07-19","0:11:28","1:52:57","1:41:29","+09:00","",""
"anime","","2023-07-19","14:17:47","14:42:23","0:24:36","+09:00","",""
"anime","","2023-07-19","14:54:47","16:59:42","2:04:55","+09:00","",""
"Read","","2023-07-19","18:05:16","20:15:16","2:10:00","+09:00","",""
"anime","","2023-07-19","20:55:49","23:52:31","2:56:42","+09:00","",""
"game","","2023-07-19","23:52:35","23:59:59","0:07:24","+09:00","",""
"game","","2023-07-20","0:00:00","0:25:56","0:25:56","+09:00","",""
"Read","","2023-07-20","0:30:33","1:59:33","1:29:00","+09:00","",""
"anime","","2023-07-20","9:46:25","10:10:30","0:24:05","+09:00","",""
"anime","","2023-07-20","11:25:53","12:51:29","1:25:36","+09:00","",""
"Read","","2023-07-20","13:39:21","13:52:03","0:12:42","+09:00","",""
"Read","","2023-07-20","15:01:09","15:32:00","0:30:51","+09:00","",""
"anime","","2023-07-20","15:41:20","16:07:40","0:26:20","+09:00","",""
"Read","","2023-07-20","16:17:08","17:53:19","1:36:11","+09:00","",""
"Program","","2023-07-20","18:13:57","19:31:48","1:17:51","+09:00","",""
"Program","","2023-07-20","20:58:20","21:42:54","0:44:34","+09:00","",""
"game","","2023-07-20","23:21:13","23:59:59","0:38:46","+09:00","",""
"game","","2023-07-21","0:00:00","0:01:31","0:01:31","+09:00","",""
"movie","","2023-07-21","0:06:51","2:03:07","1:56:16","+09:00","",""
"Program","","2023-07-21","11:33:27","14:23:59","2:50:32","+09:00","",""
"anime","","2023-07-21","14:31:30","16:11:42","1:40:12","+09:00","",""
"Program","","2023-07-21","16:24:21","18:59:00","2:34:39","+09:00","",""
"game","","2023-07-21","20:04:42","22:24:58","2:20:16","+09:00","",""
"game","","2023-07-22","12:13:02","12:24:10","0:11:08","+09:00","",""
"Read","","2023-07-22","13:02:15","13:31:18","0:29:03","+09:00","",""
"Program","","2023-07-22","13:53:24","14:04:50","0:11:26","+09:00","",""
"anime","","2023-07-22","14:05:03","15:01:56","0:56:53","+09:00","",""
"Program","","2023-07-22","15:10:08","16:02:56","0:52:48","+09:00","",""
"game","","2023-07-22","16:02:58","16:50:41","0:47:43","+09:00","",""
"anime","","2023-07-22","16:52:21","17:58:28","1:06:07","+09:00","",""
"Read","","2023-07-22","18:20:45","18:34:33","0:13:48","+09:00","",""
"Read","","2023-07-22","21:18:39","22:02:11","0:43:32","+09:00","",""
"Program","","2023-07-22","22:17:23","22:34:28","0:17:05","+09:00","",""
"Program","","2023-07-22","22:48:07","23:59:59","1:11:52","+09:00","",""
"Program","","2023-07-23","0:00:00","0:15:03","0:15:03","+09:00","",""
"anime","","2023-07-23","1:29:44","2:13:56","0:44:12","+09:00","",""
"anime","","2023-07-23","9:52:15","11:34:19","1:42:04","+09:00","",""
"Program","","2023-07-23","12:40:08","14:11:00","1:30:52","+09:00","",""
"Read","","2023-07-23","14:11:03","15:07:53","0:56:50","+09:00","",""
"Program","","2023-07-23","15:22:40","16:07:10","0:44:30","+09:00","",""
"game","","2023-07-23","16:07:13","16:54:33","0:47:20","+09:00","",""
"Study","","2023-07-23","16:55:00","17:26:00","0:31:00","+09:00","",""
"movie","","2023-07-23","17:27:14","19:22:59","1:55:45","+09:00","",""
"anime","","2023-07-23","20:17:18","20:58:21","0:41:03","+09:00","",""
"Program","","2023-07-23","22:11:10","23:41:18","1:30:08","+09:00","",""
"Read","","2023-07-23","23:41:34","23:59:59","0:18:25","+09:00","",""
"Read","","2023-07-24","0:00:00","2:31:08","2:31:08","+09:00","",""
"anime","","2023-07-24","9:16:27","9:47:48","0:31:21","+09:00","",""
"anime","","2023-07-24","10:07:14","11:47:29","1:40:15","+09:00","",""
"anime","","2023-07-24","14:32:01","17:35:41","3:03:40","+09:00","",""
"game","","2023-07-24","17:51:44","19:00:13","1:08:29","+09:00","",""
"game","","2023-07-24","19:22:16","19:39:31","0:17:15","+09:00","",""
"movie","","2023-07-24","22:03:47","23:59:59","1:56:12","+09:00","",""
"movie","","2023-07-25","0:00:00","0:41:59","0:41:59","+09:00","",""
"anime","","2023-07-25","0:52:09","2:00:56","1:08:47","+09:00","",""
"anime","","2023-07-25","12:03:40","12:48:08","0:44:28","+09:00","",""
"Program","","2023-07-25","12:48:22","13:30:08","0:41:46","+09:00","",""
"Program","","2023-07-25","14:06:50","16:58:33","2:51:43","+09:00","",""
"movie","","2023-07-25","17:07:04","18:18:37","1:11:33","+09:00","",""
"anime","","2023-07-25","18:37:22","19:18:12","0:40:50","+09:00","",""
"movie","","2023-07-25","19:57:49","20:24:16","0:26:27","+09:00","",""
"anime","","2023-07-25","20:24:47","21:55:13","1:30:26","+09:00","",""
"game","","2023-07-25","23:18:01","23:59:59","0:41:58","+09:00","",""
"game","","2023-07-26","0:00:00","0:46:15","0:46:15","+09:00","",""
"anime","","2023-07-26","0:49:57","3:07:24","2:17:27","+09:00","",""
"anime","","2023-07-26","9:57:35","10:48:25","0:50:50","+09:00","",""
"anime","","2023-07-26","10:53:16","11:13:58","0:20:42","+09:00","",""
"Program","","2023-07-26","11:46:31","12:58:06","1:11:35","+09:00","",""
"anime","","2023-07-26","14:33:39","15:16:07","0:42:28","+09:00","",""
"Program","","2023-07-26","15:24:45","15:39:19","0:14:34","+09:00","",""
"Read","","2023-07-26","15:39:22","16:56:55","1:17:33","+09:00","",""
"Program","","2023-07-26","17:15:23","18:55:03","1:39:40","+09:00","",""
"movie","","2023-07-26","20:40:10","23:40:03","2:59:53","+09:00","",""
"game","","2023-07-27","0:49:50","1:15:34","0:25:44","+09:00","",""
"anime","","2023-07-27","8:43:05","9:41:29","0:58:24","+09:00","",""
"Read","","2023-07-27","9:59:15","12:48:52","2:49:37","+09:00","",""
"Program","","2023-07-27","13:41:51","14:48:14","1:06:23","+09:00","",""
"anime","","2023-07-27","14:48:45","16:12:51","1:24:06","+09:00","",""
"game","","2023-07-27","16:22:52","16:28:43","0:05:51","+09:00","",""
"anime","","2023-07-27","17:05:25","17:38:54","0:33:29","+09:00","",""
"movie","","2023-07-27","22:33:24","23:55:19","1:21:55","+09:00","",""
"game","","2023-07-28","0:27:10","0:32:36","0:05:26","+09:00","",""
"anime","","2023-07-28","9:03:50","10:10:44","1:06:54","+09:00","",""
"game","","2023-07-28","10:46:50","11:46:30","0:59:40","+09:00","",""
"anime","","2023-07-28","12:23:10","13:00:13","0:37:03","+09:00","",""
"anime","","2023-07-28","14:58:19","18:02:51","3:04:32","+09:00","",""
"game","","2023-07-28","18:11:29","18:51:25","0:39:56","+09:00","",""
"movie","","2023-07-28","20:15:57","21:35:55","1:19:58","+09:00","",""
"game","","2023-07-28","23:34:27","23:44:58","0:10:31","+09:00","",""
"anime","","2023-07-28","23:45:52","23:59:59","0:14:07","+09:00","",""
"anime","","2023-07-29","0:00:00","1:23:23","1:23:23","+09:00","",""
"anime","","2023-07-29","9:17:25","10:02:04","0:44:39","+09:00","",""
"Program","","2023-07-29","12:50:11","13:36:53","0:46:42","+09:00","",""
"Read","","2023-07-29","13:40:35","14:40:46","1:00:11","+09:00","",""
"anime","","2023-07-29","14:48:42","16:01:43","1:13:01","+09:00","",""
"anime","","2023-07-29","16:13:57","16:42:26","0:28:29","+09:00","",""
"movie","","2023-07-29","16:55:27","18:01:35","1:06:08","+09:00","",""
"game","","2023-07-29","18:04:17","18:19:46","0:15:29","+09:00","",""
"anime","","2023-07-29","18:21:31","18:43:46","0:22:15","+09:00","",""
"game","","2023-07-29","18:47:16","19:57:19","1:10:03","+09:00","",""
"game","","2023-07-29","20:56:18","23:59:59","3:03:41","+09:00","",""
"game","","2023-07-30","0:00:00","0:16:50","0:16:50","+09:00","",""
"anime","","2023-07-30","0:40:15","4:24:18","3:44:03","+09:00","",""
"anime","","2023-07-30","10:31:16","12:19:01","1:47:45","+09:00","",""
"game","","2023-07-30","12:48:39","14:31:15","1:42:36","+09:00","",""
"Read","","2023-07-30","14:36:58","14:59:45","0:22:47","+09:00","",""
"anime","","2023-07-30","15:00:13","19:26:02","4:25:49","+09:00","",""
"game","","2023-07-30","20:06:08","22:33:41","2:27:33","+09:00","",""
"Read","","2023-07-30","22:40:49","23:23:30","0:42:41","+09:00","",""
"game","","2023-07-31","1:02:19","1:26:28","0:24:09","+09:00","",""
"game","","2023-07-31","1:36:40","2:50:30","1:13:50","+09:00","",""
"anime","","2023-07-31","13:36:41","14:49:21","1:12:40","+09:00","",""
"game","","2023-07-31","20:37:31","21:20:06","0:42:35","+09:00","",""
"anime","","2023-07-31","21:32:31","22:13:21","0:40:50","+09:00","",""
"anime","","2023-08-01","12:59:49","13:24:19","0:24:30","+09:00","",""
"Program","","2023-08-01","16:07:28","17:33:48","1:26:20","+09:00","",""
"game","","2023-08-01","17:50:55","18:28:57","0:38:02","+09:00","",""
"Program","","2023-08-01","18:37:53","19:18:16","0:40:23","+09:00","",""
"anime","","2023-08-01","23:45:04","23:59:59","0:14:55","+09:00","",""
"anime","","2023-08-02","0:00:00","1:44:32","1:44:32","+09:00","",""
"anime","","2023-08-02","11:51:49","13:07:14","1:15:25","+09:00","",""
"Program","","2023-08-02","14:51:53","16:28:34","1:36:41","+09:00","",""
"game","","2023-08-02","16:28:43","17:46:56","1:18:13","+09:00","",""
"anime","","2023-08-02","17:47:05","18:14:58","0:27:53","+09:00","",""
"anime","","2023-08-02","23:49:57","23:59:59","0:10:02","+09:00","",""
"anime","","2023-08-03","0:00:00","1:36:41","1:36:41","+09:00","",""
"anime","","2023-08-03","12:51:31","14:03:50","1:12:19","+09:00","",""
"Program","","2023-08-03","16:55:29","18:33:32","1:38:03","+09:00","",""
"game","","2023-08-03","22:12:46","22:47:10","0:34:24","+09:00","",""
"game","","2023-08-05","1:03:28","1:18:03","0:14:35","+09:00","",""
"Study","","2023-08-06","1:50:21","2:39:46","0:49:25","+09:00","",""
